name,phone,ownerName,description,location,companyUrl
One Stop Emergency Vehicle Solutions,1-877-486-9111,NA,"One Stop Emergency Vehicle Solutions provides a wide range of emergency vehicle solutions, from sales to customization and maintenance.","Florida, USA",https://www.os-evs.com
Safetech Emergency Services,1-800-563-0163,NA,"Safetech Emergency Services is a trusted provider of emergency vehicle equipment and services, catering to the needs of first responders in the Toronto area.","Toronto, Canada",https://www.safetechemergency.com
Miami Custom Upfits,305-204-5516,Jason Gallo,"Miami Custom Upfits specializes in customizing vehicles for various purposes, including commercial and emergency vehicles.","Miami, FL",https://miamicustomupfits.com
First Priority Emergency Vehicles,732-657-1104,Keith Allocco,"First Priority Emergency Vehicles provides custom emergency vehicle solutions for fire, police, and EMS departments.","732 W Commodore Blvd, Jackson, NJ 08527",https://emergencyvehiclehq.com
Legacy Specialty Vehicles,877-725-9468,NA,NA,NA,https://legacyspecialtyvehicles.com
AEV Ambulance,417-725-3787,NA,AEV Ambulance is a leading manufacturer of ambulances and emergency vehicles.,"1320 N Cedarbrook Ave, Springfield, MO 65802",https://aev.com
EVS Emergency Vehicle Specialists,800-834-3039,NA,EVS Emergency Vehicle Specialists offers a wide range of services and products for emergency vehicles.,"504 Shaw Rd, Suite 307, Sterling, VA 20166",https://evs911.com
J-Tech Emergency Vehicle Services,904-354-1083,NA,"J-Tech Emergency Vehicle Services specializes in repair, maintenance, and upfitting of emergency vehicles.","1601 N Main St, Jacksonville, FL 32206",https://jtechemergencyservices.com
RedLine Emergency Vehicles,877-643-1101,NA,NA,NA,https://redlinefirerescue.com
Velocity Emergency Vehicle Services,407-563-0655,NA,"Velocity Emergency Vehicle Services offers maintenance, repair, and customization for emergency vehicles.","Orlando, FL",https://velocityemergencyvehicles.com
United Emergency Vehicles,716-932-0014,NA,"United Emergency Vehicles provides a range of services for emergency vehicles, including repairs and equipment installations.","Buffalo, NY",https://unitedevs.com
Professional Auto Installations,NA,NA,NA,NA,NA
First Response Fleet Services,NA,NA,NA,NA,NA
Emergency Equipment Installation Services,NA,NA,NA,NA,NA
Guardian Fleet Services,NA,NA,NA,NA,NA
Emergency Fleet Solutions,(469) 230-9062,Luke Australians,"Emergency Fleet Solutions provides fleet management services for emergency vehicles, including maintenance, repairs, and upgrades.","Dallas, TX",https://www.emergencyfleetsolutions.com
Tactical Fleet Solutions,(918) 260-6743,NA,NA,NA,NA
Guardian Fleet Services,(832) 600-7388,NA,"Guardian Fleet Services specializes in fleet maintenance, diagnostics, and repairs for a variety of vehicles.","Houston, TX",https://www.guardianfleetservices.com
Emergency Vehicle Installations,(352) 473-9864,NA,Emergency Vehicle Installations specializes in outfitting emergency vehicles with the necessary equipment for first responders.,"Keystone Heights, FL",NA
Guardian Fleet Safety,(920) 769-0611,NA,Guardian Fleet Safety provides fleet safety solutions and services to improve driver safety and compliance.,"Wisconsin Rapids, WI",NA
Emergency Fleet Service,(678) 590-9316,NA,Emergency Fleet Service offers maintenance and repair services for emergency vehicles and fleets.,"Covington, GA",NA
Integrated Vehicle Solutions,(800) 450-DOOR,NA,Integrated Vehicle Solutions offers customizable vehicle upfitting solutions to enhance functionality and efficiency.,NA,NA
Justice Fleet Services,(602) 615-5061,NA,Justice Fleet Services specializes in fleet management solutions for law enforcement and public safety agencies.,"Phoenix, AZ",NA
Emergency Vehicle Technologies,941-725-8493,NA,NA,NA,NA
Code 3 Emergency Vehicles,714-745-6994,NA,NA,NA,NA
Orlando Emergency Vehicle Equipment,321-250-5862,NA,NA,NA,NA
EVS Emergency Vehicle Solutions,800-302-4081,NA,EVS Emergency Vehicle Solutions specializes in providing emergency vehicle equipment and solutions for various industries.,"Stockton, CA",https://www.emergencyvehiclesolutions.com
Stryker Emergency Vehicle Equipment,888-649-9922,NA,NA,NA,NA
First Priority Emergency Vehicles,888-247-7725,NA,First Priority Emergency Vehicles offers a wide range of emergency vehicle design and manufacturing services for first responders.,"Manchester, NJ",https://www.firstpriorityglobal.com
North American Emergency Vehicles,866-202-5034,NA,"North American Emergency Vehicles provides ambulance remounts, new ambulances, and fire apparatus services for emergency services agencies.","Wake Forest, NC",https://www.northamericanemergencyvehicles.com
North Central Emergency Vehicles,715-823-5151,NA,"North Central Emergency Vehicles specializes in new and used ambulance sales, service, parts, and remounts for emergency medical providers.","Wausau, WI",https://ncevehicles.com
Emergency Fleet Specialists,717-396-8852,NA,"Emergency Fleet Specialists provides upfitting services for emergency vehicles such as police cars, ambulances, and fire trucks. They specialize in installing equipment to meet the specific needs of first responders.","Lancaster, PA",https://www.efsvans.com/
Central Florida Police Vehicle Upfitting,407-246-0050,NA,Central Florida Police Vehicle Upfitting focuses on customizing and installing equipment in police vehicles to enhance functionality and safety. They work closely with law enforcement agencies to meet their specific requirements.,"Orlando, FL",https://www.orlandoemergencyvehicles.com/
Police Fleet Experts,NA,NA,NA,NA,NA
First Responder Upfitters,NA,NA,NA,NA,NA
Emergency Equipment Installation,NA,NA,NA,NA,NA
Florida Emergency Vehicle Solutions,NA,NA,NA,NA,NA
Quantum Emergency Vehicles,NA,NA,NA,NA,NA
Law Enforcement Vehicle Specialists,NA,NA,NA,NA,NA
Lightning Fleet Services,NA,NA,NA,NA,NA
All-Pro Emergency Vehicles,NA,NA,NA,NA,NA
Premier Vehicle Installations,NA,NA,NA,NA,NA
Gerardo's Emergency Vehicle Upfitting,NA,NA,NA,NA,NA
First Responder Vehicle Solutions,NA,NA,NA,NA,NA
Custom Emergency Vehicles,NA,NA,NA,NA,NA
Emergency Vehicles Plus,NA,NA,NA,NA,NA
Elite Police Vehicle Upfitting,NA,NA,NA,NA,NA
Palm Beach Emergency Equipment,NA,NA,NA,NA,NA
Tactical Vehicle Solutions,NA,NA,NA,NA,NA
Emergency Response Vehicles Inc.,NA,NA,NA,NA,NA
Advanced Emergency Vehicle Solutions,NA,NA,NA,NA,NA
Emergency Fleet Services,NA,NA,NA,NA,NA
Public Safety Vehicle Solutions,NA,NA,NA,NA,NA
Police Fleet Installations,NA,NA,NA,NA,NA
Emergency Vehicle Specialists,NA,NA,NA,NA,NA
T3 Police and Emergency Vehicle Solutions,NA,NA,NA,NA,NA
Precision Emergency Vehicle Services,NA,NA,NA,NA,NA
Mobile Fleet Service,NA,NA,NA,NA,NA
Nova Mobile Systems,NA,NA,NA,NA,NA
Superior Installations,NA,NA,NA,NA,NA
Code 3 Fleet Solutions,NA,NA,NA,NA,NA
Gulf Coast Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
Emergency Vehicle Group,NA,NA,NA,NA,https://www.emergencyvehiclegroup.com
Emergency Equipment Professionals,NA,NA,NA,NA,https://www.emergencyequipmentpro.com
First Priority Emergency Vehicles,NA,NA,NA,NA,https://www.firstpriorityemergencyvehicles.com
Broward County Emergency Vehicle Systems,NA,NA,NA,NA,NA
Police Fleet Solutions,NA,NA,NA,NA,NA
Emergency Vehicle Supply,NA,NA,NA,NA,NA
Priority 1 Emergency Vehicles,+1 866-612-5686,NA,NA,NA,NA
Pursuit Fleet Solutions,NA,NA,NA,NA,NA
Emergency Vehicle Group,+1 574-269-4039,NA,NA,NA,NA
ACE Emergency Vehicle Upfitters,+1 518-838-3200,NA,NA,NA,NA
First Responder Upfitters,NA,NA,NA,NA,NA
Orlando Emergency Vehicles,(407) 855-3186,NA,Orlando Emergency Vehicles specializes in outfitting emergency vehicles with necessary equipment.,"Orlando, FL",http://orlandoemergencyvehicles.com
Emergency Vehicle Outfitters,(850) 457-6157,NA,Emergency Vehicle Outfitters provides custom outfitting services for emergency vehicles.,"Pensacola, FL",http://emergencyvehicleoutfitters.com
Priority 1 Emergency Vehicles,(954) 983-2020,NA,Priority 1 Emergency Vehicles specializes in the sales and service of emergency vehicles.,"Hollywood, FL",https://p1ev.com
Southwest Emergency Vehicles,(480) 830-3098,NA,Southwest Emergency Vehicles offers a wide range of emergency vehicle solutions.,"Mesa, AZ",http://southwestemergencyvehicles.com
DVP Emergency Vehicle Equipment,(800) 490-4467,NA,Provider of emergency vehicle equipment and accessories.,NA,http://dvpdistributors.com
Responder Emergency Vehicles,(727) 803-3367,NA,Responder Emergency Vehicles specializes in outfitting and maintaining emergency vehicles.,"Clearwater, FL",http://responderonline.com
Southeast Emergency Vehicles,(833) 696-2933,NA,Supplier of emergency vehicles and equipment in the Southeast region.,NA,http://southeasternerc.com
Sovereign Emergency Vehicles,(623) 434-5335,NA,Sovereign Emergency Vehicles provides emergency vehicle solutions tailored to specific needs.,"Phoenix, AZ",http://sovereign-ev.com
Monarch Emergency Vehicles,(732) 240-1034,NA,Monarch Emergency Vehicles offers a variety of emergency vehicle services and products.,NA,NA
Absolute Emergency Vehicles,(727) 844-1683,NA,Absolute Emergency Vehicles provides emergency vehicle sales and maintenance services.,NA,NA
First Response Emergency Vehicles,(888) 316-5327,NA,First Response Emergency Vehicles specializes in outfitting emergency vehicles for first responders.,NA,NA
Diamond Emergency Vehicles,(856) 467-3150,NA,Diamond Emergency Vehicles offers a range of emergency vehicle solutions for different needs.,NA,NA
Emergency Vehicle Installation Corp,631-563-9611,Robert Mole,"Emergency Vehicle Installation Corp specializes in the installation of emergency lighting, sirens, and other equipment for first responder vehicles.","Bohemia, NY",https://www.evi-corp.com
Southeastern Emergency Equipment,919-268-2855,NA,Southeastern Emergency Equipment provides emergency vehicle equipment and installation services to first responders in the Southeast region.,"Holly Springs, NC",https://www.seequip.com
Tactical Fleet Solutions,513-860-9430,NA,Tactical Fleet Solutions offers fleet management solutions and emergency vehicle upfitting services for law enforcement agencies and first responders.,"Fairfield, OH",https://tacticalfleetsolutions.com
Carolina Emergency Vehicle Installations,NA,NA,NA,NA,NA
Fleet Upfitters of Sarasota,(941) 350-0094,NA,Fleet Upfitters of Sarasota provides upfitting services for emergency vehicles in the Sarasota area.,"Sarasota, FL",https://www.fleetupfittersofsarasota.com
Emergency Vehicle Installation Center,(858) 247-6475,NA,NA,NA,NA
First Priority Emergency Vehicle Inc.,(732) 929-3238,Mike Marsh,First Priority Emergency Vehicle Inc. specializes in emergency vehicle upfitting and installation services.,"Brick, NJ",https://www.firstpriorityev.com
Colt Upfitting,(210) 520-7800,NA,NA,NA,NA
Emergency Vehicle Installation & Upfitting,(229) 310-2035,NA,NA,NA,NA
Emergency Response Vehicle Upfitters,NA,NA,NA,NA,NA
United Emergency Vehicle Solutions,NA,NA,NA,NA,NA
First Priority Emergency Vehicles,NA,NA,NA,NA,NA
Southeastern Specialty Vehicles,NA,NA,NA,NA,NA
SEVS Tactical Outfitters,NA,NA,NA,NA,NA
Emergency Vehicle Technicians,NA,NA,NA,NA,NA
Emergency Vehicle Solutions,NA,NA,NA,NA,NA
First Priority Emergency Vehicles,(732) 657-1104,Steve Goyette,First Priority Emergency Vehicles specializes in the sales and service of new and used ambulances and emergency vehicles.,"Manchester, NJ",https://firstpriorityglobal.com/
Safe Fleet EMS,(800) 860-5182,John Knox,Safe Fleet EMS provides innovative fleet safety solutions for emergency vehicles including ambulances and fire trucks.,"Belton, MO",https://safefleet.net/ems
Lonestar Emergency Group,(817) 301-5401,Jim Green,NA,NA,http://www.lonestaremergencygroup.com/
Municipal Emergency Services,(888) 688-7660,NA,NA,NA,https://mesfire.com/
E-One Fire Apparatus,(352) 237-1122,NA,"E-One Fire Apparatus designs, manufactures, and markets fire trucks, rescue vehicles, and industrial vehicles.","Ocala, FL",https://www.e-one.com/
First Priority Emergency Vehicles,908-287-2440,NA,First Priority Emergency Vehicles is an emergency vehicle upfitting company specializing in customizing vehicles for first responders.,"Manasquan, NJ",https://www.fpev.com
Emergency Vehicle Specialists,864-233-9602,NA,"Emergency Vehicle Specialists is a provider of emergency vehicle equipment and solutions for law enforcement, fire, and EMS agencies.","Greenville, SC",https://evsharley.com
Master Upfitters,864-499-9150,NA,Master Upfitters offers custom vehicle upfitting services for various commercial and emergency vehicle needs.,"Spartanburg, SC",https://masterupfitters.com
Emergency Vehicle Solutions,610-780-0554,NA,"Emergency Vehicle Solutions provides emergency vehicle equipment, upfitting, and customization services for first responders.","Reading, PA",https://www.emergencyvehiclesolutions.com
Advanced Vehicle Solutions,802-540-4026,NA,Advanced Vehicle Solutions offers custom vehicle upfitting and equipment solutions for various commercial and emergency vehicle applications.,"Colchester, VT",http://avsusa.net
Odyssey Automotive Specialty,603-924-7000,NA,Odyssey Automotive Specialty specializes in custom vehicle upfitting and modification services for a wide range of vehicles.,"Peterborough, NH",https://www.odysseyauto.com
Royal Coach and Equipment,205-752-1856,NA,"Royal Coach and Equipment is a provider of emergency vehicle conversions, shuttle buses, and accessibility solutions.","Pelham, AL",http://www.royalcoachandtruck.com
Suncoast Emergency Vehicles,727-331-2444,NA,"Suncoast Emergency Vehicles offers a full range of emergency vehicle sales, service, and upfitting services for first responders.","Clearwater, FL",https://sevs.net
J & G Emergency Vehicle Services,NA,NA,NA,NA,NA
911 Fleet & Fire,877-345-1433,NA,NA,NA,https://www.911fleet.com
High Tech Emergency Vehicle Outfitters,NA,NA,NA,NA,NA
Emergency Vehicle Installation Services,NA,NA,NA,NA,NA
Emergency Vehicle Group,321-701-1900,NA,NA,NA,https://www.emergencyvehiclegroup.com
Clear Choice Emergency Vehicles,NA,NA,NA,NA,NA
Hi-Tech Emergency Vehicle Service,NA,NA,NA,NA,NA
Emergency Vehicle Group,NA,NA,NA,NA,NA
FleetPros,NA,NA,NA,NA,NA
EMS Fleet Management,NA,NA,NA,NA,NA
Emergency Vehicle Supply,NA,NA,NA,NA,NA
First Responder Vehicles,NA,NA,NA,NA,NA
Titan Emergency Group,NA,NA,NA,NA,NA
Lone Star Emergency Group,NA,NA,NA,NA,NA
AeroTech Vehicle Upfitters,NA,NA,NA,NA,NA
Chicago Emergency Vehicles,NA,NA,NA,NA,NA
Copeland Emergency Vehicles,NA,NA,NA,NA,NA
Emergency Vehicle Group,NA,NA,NA,NA,NA
Lynch Diversified Vehicles,NA,NA,NA,NA,NA
Matheny Motors Emergency Vehicle Sales,NA,NA,NA,NA,NA
Municipal Emergency Services,NA,NA,NA,NA,NA
Advanced Vehicle Solutions,NA,NA,NA,NA,NA
West Palm Beach Emergency Vehicles,561-965-1660,NA,Provider of emergency vehicles and equipment in West Palm Beach.,"West Palm Beach, FL",NA
Jerry's Emergency Equipment,570-547-9324,Jerry L. Spurgin,NA,NA,NA
Fast Lane Emergency Vehicles,NA,NA,NA,NA,NA
Bellamy Emergency Vehicles,843-532-8280,NA,Provider of emergency vehicles and equipment in Bellamy.,NA,NA
Gold Star Emergency Vehicles,678-714-4026,NA,NA,NA,NA
Coastal Vehicle Outfitters,910-603-2506,NA,Provider of vehicle outfitting services in the coastal area.,NA,NA
Empire Emergency Vehicles,215-536-1115,NA,Provider of emergency vehicles in Empire.,NA,NA
Arrow Emergency Equipment,318-671-9484,NA,NA,NA,NA
Glick Fire Equipment,717-684-7528,NA,"Glick Fire Equipment provides fire and emergency equipment services including sales, service, and parts.","447 E Main St, Mount Joy, PA 17552",http://www.glickfire.com
Storburn Fire & Communications,(847) 439-8855,NA,Storburn Fire & Communications offers fire protection services and communication solutions for emergency responders.,"45 E Palatine Rd, Prospect Heights, IL 60070",http://www.storburn.com
Janney Emergency Vehicles,(813) 752-1158,NA,"Janney Emergency Vehicles specializes in providing emergency vehicles for various departments including fire, police, and emergency medical services.","904 W Dr Martin Luther King Jr Blvd, Plant City, FL 33563",http://www.janneyev.com
SunCoast Fire Apparatus,(727) 528-4420,NA,SunCoast Fire Apparatus offers sales and service of fire apparatus and emergency vehicles for fire departments and emergency response teams.,"3347 Tyrone Blvd N, St. Petersburg, FL 33710",http://www.suncoastfire.com
Emergency Vehicle Specialists,(888) 307-1296,NA,"Emergency Vehicle Specialists specialize in supplying and servicing emergency vehicles for fire, EMS, and law enforcement agencies.",NA,http://www.emergencyvehiclespecialists.com
Southern Emergency Equipment,(910) 862-1060,NA,"Southern Emergency Equipment provides a wide range of emergency equipment for fire, rescue, and law enforcement agencies.","2134 W Broad St, Elizabethtown, NC 28337",http://www.southernemergency.com
Superior Emergency Equipment,(301) 875-5155,NA,"Superior Emergency Equipment offers sales, service, and parts for emergency vehicles and firefighting equipment.","8809 Kelso Ter, Clinton, MD 20735",http://www.superioremg.com
First Priority Group,NA,NA,NA,NA,NA
Quest Specialty Vehicles,856-521-2062,NA,NA,NA,https://questspecialty.com
Osceola Comm Specialty Vehicles,407-518-1195,NA,NA,NA,https://osceolacommericalvehicles.com
Mid-State Specialties,800-842-6969,NA,NA,NA,https://www.midstatespec.com
Southland Emergency Equipment,803-270-0352,NA,NA,NA,https://southlandemergency.com
Municipal Emergency Services,484-361-3591,NA,NA,NA,https://www.municipalems.com
Southwest Public Safety,480-809-5600,NA,NA,NA,https://swps.com
Glick Fire Equipment,888-470-4243,NA,NA,NA,https://www.glickfire.com
Emergency Vehicle Solutions,239-603-7983,Matt Correia,"Emergency Vehicle Solutions provides custom emergency vehicle upfitting services for law enforcement, fire, and EMS agencies.","Fort Myers, FL",https://www.evsflorida.com
D&R Emergency Vehicles,800-442-6504,NA,D&R Emergency Vehicles is a full-service ambulance and emergency vehicle dealership.,"Springboro, OH",https://www.dandre.com
Fireline Emergency Vehicles,877-277-6051,NA,NA,NA,NA
EVS Emergency Vehicle Specialists,616-534-5173,NA,EVS Emergency Vehicle Specialists offers complete custom fabrication and upfitting of emergency vehicles.,"Grand Rapids, MI",http://evs-solutions.com
American Emergency Vehicles,866-306-9981,NA,American Emergency Vehicles manufactures and supplies ambulances and emergency vehicles for the healthcare industry.,"Jefferson, NC",https://www.aev.com
Central Florida Emergency Vehicles,863-533-6947,NA,"Central Florida Emergency Vehicles is a distributor of emergency vehicles, ambulances, and firefighting equipment.","Bartow, FL",https://www.cfemergencyvehicles.com
Stateline Emergency Vehicles,224-431-0510,NA,NA,NA,NA
Priority 1 Emergency Vehicles,877-753-5800,NA,NA,NA,NA
Z71 911 Vehicle Upfitting,NA,NA,NA,NA,NA
Cop car upfitters,NA,NA,NA,NA,NA
Capitol Police Equipment,NA,NA,NA,NA,NA
Fire & Police Equipment Co,NA,NA,NA,NA,NA
Emergency Vehicle Group,NA,NA,NA,NA,NA
Guardian Emergency Vehicles,NA,NA,NA,NA,NA
Metro Emergency Vehicle Specialists,NA,NA,NA,NA,NA
First Responder Vehicle Solutions,NA,NA,NA,NA,NA
Patriot Response Vehicle Upfitters,NA,NA,NA,NA,NA
Upstate Emergency Vehicle Installers,NA,NA,NA,NA,NA
City Police Car Upfitters,NA,NA,NA,NA,NA
Capital District Police Vehicle Outfitters,NA,NA,NA,NA,NA
FleetMasters,(717) 864-1550,NA,FleetMasters is a vehicle upfitting company specializing in customizing vehicles for various industries.,"Myerstown, PA",https://fleetmastersinc.com
Fleet Safety Solutions,(844) 438-9333,NA,NA,NA,NA
Code 4 Public Safety,(631) 922-7422,NA,NA,NA,NA
River City Emergency Vehicles,(210) 921-2811,NA,River City Emergency Vehicles provides emergency vehicle solutions for law enforcement agencies and first responders.,"Selma, TX",https://www.rcevs.com
Troy's Police & Fire Equipment,(630) 844-8880,Troy Stuckrath,Troy's Police & Fire Equipment offers specialized equipment and vehicles for police and fire departments.,"Aurora, IL",https://www.troysupply.com
Advanced Vehicle Upfitters,(734) 469-4615,NA,Advanced Vehicle Upfitters is a leading provider of upfitting services for commercial and emergency vehicles.,"Canton, MI",https://advancedvehicleupfitters.net
Barnes Emergency Vehicles,(612) 418-7188,NA,NA,NA,NA
B&B Emergency Vehicles,(909) 590-1829,NA,B&B Emergency Vehicles specializes in outfitting emergency vehicles for various public safety departments.,"Chino, CA",https://bbfireapparatus.com
Legacy Emergency Vehicles,(831) 786-2018,NA,NA,NA,NA
Fusion Emergency Vehicles,(800) 918-6095,NA,NA,NA,NA
Charlie's Emergency Vehicles,(707) 544-8899,NA,Charlie's Emergency Vehicles provides a wide range of emergency vehicle solutions and services for public safety agencies.,"Santa Rosa, CA",https://www.charliesev.com
CTM Copcar Upfitting,(860) 906-1169,Chris Ball,CTM Copcar Upfitting specializes in outfitting police vehicles with the necessary equipment for law enforcement operations.,"Plainville, CT",http://www.ctmcopcarupfitting.com
Copcar Upfitting,(219) 942-2249,NA,Copcar Upfitting offers customization and outfitting services for police vehicles to enhance their functionality and performance.,"Crown Point, IN",https://copcarupfitting.com/
Setina Manufacturing,(800) 426-2627,NA,"Manufacturer of law enforcement vehicle equipment including partitions, push bumpers, and gun racks.",NA,https://setina.com/
North American Emergency Vehicles,(910) 891-2783,NA,"North American Emergency Vehicles is a provider of emergency vehicle sales, service, and parts for fire, EMS, and law enforcement agencies.","Dunn, NC",http://www.naevonline.com/
Adamson Industries,(800) 232-0162,NA,"Adamson Industries is a supplier of law enforcement vehicle equipment, lighting, and technology solutions for public safety agencies.","Haverhill, MA",http://www.adamsonindustries.com/
Performance Upfitting,NA,NA,NA,NA,NA
Precision Upfit,NA,NA,NA,NA,NA
Emergency Vehicles Solutions,NA,NA,NA,NA,NA
Athens Emergency Vehicles,NA,NA,NA,NA,NA
ADC Emergency Lighting,NA,NA,NA,NA,NA
Emergency Vehicle Specialist,NA,NA,NA,NA,NA
Setina Manufacturing,800-426-2627,Ron Gronemeier,NA,NA,https://setina.com
Gamber-Johnson,800-487-3727,Craig Ostrander,NA,NA,https://www.gamberjohnson.com
SoundOff Signal,800-338-3133,Dean Winsor,NA,NA,https://www.soundoffsignal.com
Southeast Installations,850-250-5096,Jared Graham,NA,NA,NA
CJ's Mobile Installations,NA,NA,NA,NA,NA
Comprehensive Vehicle Solutions,717-210-9452,NA,Comprehensive Vehicle Solutions provides a wide range of services for emergency vehicle upfitting and customization.,"York, PA",NA
Emergency Vehicle Solutions,602-276-8852,NA,Emergency Vehicle Solutions specializes in providing customized solutions for emergency vehicles.,"Phoenix, AZ",NA
EVS Emergency Vehicle Specialists,855-337-2622,NA,EVS Emergency Vehicle Specialists is a leading provider of emergency vehicle upfitting and customization services.,"Southaven, MS",NA
First Priority Emergency Vehicles,732-657-1104,NA,First Priority Emergency Vehicles offers a wide range of products and services for emergency vehicle needs.,"Manchester, NJ",NA
Larsen Emergency Vehicles,262-689-6101,NA,Larsen Emergency Vehicles specializes in customizing emergency vehicles to meet specific requirements and needs.,"Mukwonago, WI",NA
OnScene Solutions,800-332-2691,NA,OnScene Solutions provides innovative solutions for emergency vehicle equipment and upfitting.,"Middleburg Heights, OH",https://onscenesolutions.com
Santa Rosa Emergency Vehicles,707-586-4252,NA,Santa Rosa Emergency Vehicles offers a variety of products and services for emergency vehicle customization.,"Santa Rosa, CA",NA
Vartech Emergency Vehicles,619-568-3829,NA,Vartech Emergency Vehicles specializes in customizing emergency vehicles with the latest technology and equipment.,"San Diego, CA",NA
Emergency Vehicle Supply,770-337-9297,Wayne Scheibal,NA,NA,NA
Extreme Tactical Dynamics,888-893-3308,NA,NA,NA,https://www.extremetacticaldynamics.com/
Whelen Engineering,860-526-9504,George W Whelen III,NA,NA,https://www.whelen.com/
Setina Manufacturing,800-426-2627,NA,NA,NA,https://setina.com/
Empire Emergency Equipment,480-464-0833,NA,NA,NA,http://www.empireemergency.com/
Priority 1 Emergency Vehicle Services,502-348-9900,NA,NA,NA,NA
Tidewater Emergency Vehicle Group,+1 757-427-3002,NA,"Tidewater Emergency Vehicle Group provides emergency vehicle sales, services, and equipment to first responders in Virginia Beach, VA.","Virginia Beach, VA",https://tidewaterevg.com
South East Fire & Rescue Equipment,+1 937-336-3027,NA,NA,NA,https://sefire.com
Brunswick Emergency Vehicle Supply,+1 910-253-5295,NA,"Supplier of emergency vehicle equipment and supplies in Brunswick, North Carolina.","Brunswick, NC",https://brunswickfire.com
US Upfitters,+1 844-665-7269,NA,Specializes in custom upfitting vehicles for various industries.,NA,https://usupfitters.com
Emergency Vehicle Solutions,+1 702-558-3563,NA,Provider of emergency vehicle solutions for first responders and law enforcement agencies.,NA,https://emergencyvehiclesolutions.us
Convoy Technologies,+1 858-676-0099,NA,Offers advanced technology solutions for emergency vehicles and fleet management.,NA,https://www.convoytechnologies.com
Specialty Warning Systems,+1 512-392-6100,NA,Specializes in warning systems and emergency vehicle equipment for public safety agencies.,"San Marcos, TX",https://www.sirennet.com
Defender Supply,+1 800-689-0227,NA,Supplier of emergency vehicle accessories and equipment for law enforcement and first responders.,NA,https://www.defendersupply.com
Gooseneck Police & Emergency Vehicle Equipment,+1 888-466-7337,NA,NA,NA,https://www.gooseneckcr.com
Hi-Tech Emergency Vehicle Service,+1 800-252-1023,NA,Provider of high-tech emergency vehicle service and equipment for first responders.,NA,http://www.hitechems.com
Professional Vehicle Outfitters,NA,NA,NA,NA,NA
Glick Fire Equipment Company,800-542-8707,NA,NA,NA,https://www.glickfire.com
Monroe Truck Equipment,800-320-0157,Chris McMaster,Monroe Truck Equipment specializes in designing and distributing truck equipment for commercial vehicles.,"Monroe, Wisconsin",https://www.monroetruck.com
Precision Vehicle Upfitting,NA,NA,NA,NA,NA
Texas Fleet Outfitters,NA,NA,NA,NA,NA
Mobile Fleet Services,NA,NA,NA,NA,NA
Jack Doheny Companies,NA,Jack Doheny,NA,NA,NA
Monroe Truck Equipment,608-329-9800,MAQ,Monroe Truck Equipment is a leading manufacturer of work truck bodies and equipment,"Monroe, Wisconsin",https://www.monroetruck.com
North Coast Emergency Vehicles,440-232-0622,NA,North Coast Emergency Vehicles specializes in sales and service of emergency vehicles,"Sagamore Hills, Ohio",http://www.ncevehicles.com/
Adamson Industries Corporation,800-232-0162,Tom Vetromile,"Adamson Industries Corporation specializes in providing law enforcement agencies with vehicles, lights, sirens, and other equipment.","Rochester, NH",https://shop.adamsonindustries.com/
Setina Manufacturing Co.,800-426-2627,NA,"Setina Manufacturing Co. designs and manufactures products like push bumpers, partitions, and gun racks for police and law enforcement vehicles.","Naugatuck, CT",https://setina.com/
Gamber-Johnson,715-359-0551,NA,"Gamber-Johnson is a leading supplier of rugged mounting systems that safely secure mobile communication systems, computers, and other devices in vehicles.","Stevens Point, WI",https://www.gamberjohnson.com/
Havis,866-524-4771,NA,"Havis designs and manufactures mobile office solutions for professionals who rely on technology in the field, including vehicle docking stations and consoles.","Warminster, PA",https://www.havis.com/
Defender Supply,866-509-4867,Malcolm M. Hornsby,"Defender Supply offers a wide range of law enforcement equipment and vehicle accessories, such as radios, body cameras, and emergency lights.","Houston, TX",https://www.defendersupply.com/
Setina Manufacturing,800-345-3036,Bob Steina,NA,NA,https://www.setina.com/
Team 1 Upfitters,440-967-3522,NA,NA,NA,https://team1upfitters.com/
Troy Products,877-343-6933,NA,NA,NA,https://www.troyproducts.com/
Signal Vehicle Products,800-257-7782,NA,NA,NA,https://www.signal-vehicle.com/
Gamber Johnson,800-487-4120,Naomi Gamber Johnson,NA,NA,https://gamberjohnson.com/
Jotto Desk,877-455-6886,NA,NA,NA,https://jottopublicsafety.com/
Havis,724-861-6936,Joe Havis,NA,NA,https://www.havis.com/
Pro-gard Products,800-480-6680,NA,NA,NA,https://www.pro-gard.com/
GTM Upfitters,NA,NA,NA,NA,NA
Signal Vehicle Solutions,NA,NA,NA,NA,NA
Hi-Tech Upfitters,NA,NA,NA,NA,NA
VCI Emergency Vehicle Specialists,NA,NA,NA,NA,NA
Anderson's Emergency Vehicle Supply,NA,NA,NA,NA,NA
Emergency Vehicle Solutions,NA,NA,NA,NA,NA
Southern Emergency Systems,NA,NA,NA,NA,NA
Pro Emergency Vehicles,NA,NA,NA,NA,NA
Blue Line Emergency Vehicles,NA,NA,NA,NA,NA
Metro Emergency Upfitters,NA,NA,NA,NA,NA
Emergency Equipment Installers,NA,NA,NA,NA,NA
First Responder Upfitting,NA,NA,NA,NA,NA
Red Line Emergency Installers,NA,NA,NA,NA,NA
Code 3 Upfitters,NA,NA,NA,NA,NA
Shield Emergency Vehicles,NA,NA,NA,NA,NA
